Row Labels;7 Days to Die;AdVenture Capitalist;Age of Empires II HD Edition;APB Reloaded;ARK Survival Evolved;Arma 2 Operation Arrowhead;Arma 3;Assassin's Creed IV Black Flag;Baldur's Gate II Enhanced Edition;Battlefield Bad Company 2;BioShock Infinite;Borderlands;Borderlands 2;Call of Duty Black Ops;Call of Duty Black Ops - Multiplayer;Call of Duty Black Ops II - Multiplayer;Call of Duty Ghosts - Multiplayer;Call of Duty Modern Warfare 2;Call of Duty Modern Warfare 2 - Multiplayer;Call of Duty Modern Warfare 3;Call of Duty Modern Warfare 3 - Multiplayer;Chivalry Medieval Warfare;Clicker Heroes;Counter-Strike;Counter-Strike Condition Zero;Counter-Strike Global Offensive;Counter-Strike Source;Crusader Kings II;DARK SOULS II;Dark Souls Prepare to Die Edition;Day of Defeat Source;DayZ;DC Universe Online;Deus Ex Human Revolution;Don't Starve;Dota 2;Dungeon Defenders;Empire Total War;Euro Truck Simulator 2;Europa Universalis IV;Fallout 4;Fallout New Vegas;Far Cry 3;FINAL FANTASY XIV A Realm Reborn;Football Manager 2009;Football Manager 2010;Football Manager 2011;Football Manager 2012;Football Manager 2013;Football Manager 2014;Football Manager 2015;Garry's Mod;Grand Theft Auto IV;Grand Theft Auto V;H1Z1;Half-Life 2;Half-Life 2 Deathmatch;Just Cause 2;Kerbal Space Program;Killing Floor;Left 4 Dead;Left 4 Dead 2;Medieval II Total War;METAL GEAR SOLID V THE PHANTOM PAIN;Might & Magic Heroes VI;Mount & Blade Warband;Napoleon Total War;Neverwinter;Path of Exile;PAYDAY 2;PlanetSide 2;Portal 2;Rising Storm/Red Orchestra 2 Multiplayer;Robocraft;Rocket League;Rust;Saints Row The Third;Sid Meier's Civilization IV Beyond the Sword;Sid Meier's Civilization V;Space Engineers;Star Trek Online;Starbound;Stronghold Kingdoms;Team Fortress 2;Terraria;The Binding of Isaac;The Binding of Isaac Rebirth;The Elder Scrolls V Skyrim;The Witcher 3 Wild Hunt;Tom Clancy's Ghost Recon Phantoms - NA;Torchlight II;Total War ROME II - Emperor Edition;Total War SHOGUN 2;Trove;Unturned;War Thunder;Warframe;Warhammer 40,000 Dawn of War II;XCOM Enemy Unknown
72329360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;2589;;;;;;;;;;;;;;;;;;;;
72387826;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;2,4;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;384;;;;;;;;;;;;;;;;;;;;
72417734;;;;;;;;;;;;;15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;;348;;;;;;;;76;;;;;;;;;7,7;;;;;;10;;;;;;;;;;11,4;;;;
72488020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,8;;;;;;;;;;;
72523666;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;56;;;;;;;;;;;;;;
72555195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72576293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72613527;;;;;;;;;;;;;;;;;;;;;;;;;;52;602;;;;64;44;;;;;;;;;;;;;;;;;;;;1117;;;;;;;;;;;;;;;;;;;;;;;;1,9;;;;4,8;;;;74;;;;;;;;;;;;;;;
72627862;;;;;;;;;;;;;;;;2;;7,4;33;;;;;;;12,8;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2,3;;;;;;;;;;159;;;;;;;;;;;;;;;
72629386;;;;;;;;;;;;;;;;;;;;;;;;164;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72717958;;;;;;;;;;;;;;;;;;;;;;;;;;891;631;;;;0,2;;;;;1173;;;;;;;;;;;;;;;;;;;;;17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;
72842694;;;;;;;;;;;1,2;;99;;;;;;;;;0,6;;;6,3;5,5;;;;;;;;;;0,7;2,3;;;;;3,1;30;;;;;;;;;;;;;;;;;;;3,3;;;10,6;;;;;;;;;;5,8;;;;;;;;;3,3;13,9;0,3;0,9;142;;;2,8;;2,2;;;;;2,8;2,7
72842813;;;;;;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72905300;;;;;;;;;;;;;;17,5;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72907554;;;;;;;;;;;;;;;;;;;;;;;;;;15,3;116;;;;;;;;;482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;5,8;;;;;;165;;;;;;;;;;;
72930582;;;;;;;;;;;;;;8,3;61;;;;;4,5;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72941852;;;;;;;;;;;;;;18,5;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72958745;;;;;;;;;;;;;;;;;;;;;;;;1011;;;;;;;;;;;;9,5;;;;;;;;;;;;;;;;;;;;;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72971410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72978546;;;8,2;;;;;;;;;0,2;;;;;;;;;;;102;5,5;214;27;;;;;1,3;;;;;2060;;;;;;;;;;;;;;;;10,6;;;;;;;;;;111;;;;;;;23;;;3,4;4,2;;;;;;;;;;;4,2;2,1;;;;;;;;;;63;;;;4,2
72989129;;;;;;;;;;;;;;;;;;24;241;;;;;5,3;301;3;376;;;;1,4;1,6;;;;;;;;;;;;;;;;;;;;1,8;7,5;;;;0,9;18,9;;10,7;;8,7;;;;;;;;13,7;;;;;;;36;;;38;;;;2,8;;;;;;;;;;;;;;;
72996988;;;3,5;;;;;16,6;;;;;;2,7;261;;;;;;;;;;;5,6;;;;;;15,9;;;;83;;;;;;;;;;;;;;;;;;;152;;;1,4;;;;;;;;;;;1,1;11,9;;;;;;;;;;;;;;;;;;2,1;;;6,6;;;;;80;;;
73012771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;;;;;;;;;;;;;;;;;;;;
73017395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11754;;;;;;;;;;;;;;;;;;;;
73091698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73094226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,6;;;;;;;;;;;;;;;
73094362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;506;385;69;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73124384;;;;;;;;;;;;;;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73141776;;;;;;;;;;;;;;0,8;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73195149;;;10,3;;;;;;;;11,7;;61;3,6;;;;;;;;;;34;;;;;;;;;;;;;;;;;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;433;;;;;;;;;;;
73231305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73274639;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73305545;;;;;;;;;;;;;;17,4;29;;;;;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73319987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,5;;;;;;;;;;;;;;;;;;;;
73358928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;
73360181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73407067;;;;;;;;;;;;;;1,5;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73435399;;;;;;;;;;;;;;;;;;;;;;;;;;;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73453691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267;;291;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73457750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73481131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73495968;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;22;;;;25;;;;2,1;;;;61;;;;;;;;;;;;;;11,4;;18,6;12,1;;;;;20;;;;;;;;1,4;;;;;;;19,4;;;3,8;;;82;;;73;;;;;2,7;;;;;;
73513367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;285;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;;;
73518199;;;;;;;;;;;;;;1,4;91;;;;;;;;;;;;;;;;;;;;;300;;;;52;94;;37;;;;;;;28;;;;;;;;;;;;1;;;;;;;5,2;;;;;0,5;;;;;92;;;;;;23;;;;;;20;25;;;25;;;;10,5
73519553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73521885;;;;;;;;;;;;;;3,7;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;;
73532539;;;;;;;;;;;;;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73564778;;;;;;;;;;;47;72;78;52;85;;;;;;;;;;;2;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
73597661;;;;;;;;;;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73618782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;;;;;;;;;;;;;;;;;;;;
73672854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;
73721802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,9;;;;;;;;;;;;;;0,8;;;;0,2;;2,6;;;;;;;;;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;
73726855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;;;773;;;;;;;;;;;;;;;;;;;;;;;;;;10,9;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;0,6;;;
73754563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,2;;;;;;;;;;;;;;;;;;;;
73761548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;
73820367;;;;;;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73826669;;;;;;;;;;;;;;0,7;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73835640;;;10;;;;;;;;10,7;;38;;;;;;;11,8;118;;;;;;;;;;;;;;6;16,7;0,2;;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;301;;;10,9;;;;;;;14,1;;;;;;1,2;9,6;;110;;;30;;;;;;916;;13,5
73862588;;;;;;;;;;;;;;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73883045;;;;;;;;;;;;;;36;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73968993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;
73979725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73981322;;;;;;;;;;;;;;23;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73997241;;;;;;;;;;;;;;;;;;;;;;;;;;320;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73998041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;
74021124;;;;;;;;;;;;;;9;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74077887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74126541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,2;28;;;;;;;;;;;;;;;;;;;;;;;;2,2;;;;;;;;;;;;;;;;;15,7;;;;;23;;;;;;;;;;;;;;;3,8
74157312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,7;;;;;;;5,2;;;;;3,1;;;;;;;;;;;;;;;
74161385;;;;;;;;;;;;;;10,5;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74161590;;;;;;;;;;;;;;6,2;395;;;0,2;0,3;0,6;14,1;;;;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;0,3;;;;;;;;;;56;;;;;;;;;;;;;;;
74232403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74290096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;;
74347105;;;;;;;157;;;;;;;29;1244;595;141;3,1;345;25;586;;;;;;;;;;;850;;;;;;;;;;;;;;;;;;;;;;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74497511;;;;;;;;;;;;;;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74521316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;188;;;;;;;;;;;
74557142;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74565055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;
74695086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74709077;;;;;;;;;;;;;;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74716918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74749851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74764496;;;;;;;;;;;;;;0,4;0,3;;;;;0,1;3,5;;;;;;;;;;;;;;;;;;7,8;;;;;;;;;;;;;;;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74772820;;;;;;;;;;;;175;127;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;34;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;16,4;;;;;;;9,1;;;;;;;;;304;;;;;;;;;;;38
74811317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;;;;;;;;;;;;;;;
74855005;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,7;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;10,6;;;;;;;;;;;;;;418;;;;;;;;;;;;;5;26;;;;;;37
74897172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;399;;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;;
74966682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74989665;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74997600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75001116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,5;;;;;;;;;;;;;;;;;;;;;;;;;147;;;;;;;;;;;
75011941;;;;;;;;;;;;;;36;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;2,9;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;
75034989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1761;;;;;;;;;;;;;;;;;;;;
75064242;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;
75092930;;;;;;;;;;;;;;;;;;;;;;;;2117;0,1;;;;;;;;;;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75115020;;;;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75134679;;;;;;;;;;;;;;;;;;;;123;82;;;;;;;;;;;;;;;;;77;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;275;;;;;;
75155353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;
75182781;;;;;;;;;;;;;;;;;;;;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75228114;;;;;;;;;;;;;;12,8;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75231491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75232211;;;;;;;;;;;;;;;;;;;;;;0,6;;;;19,7;;;;;;;23;;;47;;2,2;;;;135;;;;;;;;;;;;;;;;;;;;;105;;;;12,5;;;2,5;;;;;;;;;;;41;;;12,9;;;;322;;;;;8,4;0,8;;;0,7;0,2;
75240572;;;29;;;;;;;;;;;128;272;;;;;;;;;;;;25;;;;;;;;;14,8;;;;;;71;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;;;;18,3;;;;;;;;;;;;1,4;;;;;;;;;;;;;;;
75273484;;;;;;;;;;;;;;13;436;;;;;6;42;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75277726;;;;;;;;;;;;79;;3,5;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75328197;;;;;;;;;;;;;;5,5;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75331486;;;;;;;;;;;;;;;;;;;;;;;;;;;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75366244;;;;;;;;;;;;;;;;;;;;;;;;;;224;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;;;;;;;;;;;;;;;
75368808;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;;;267;;917;;72;;;;;;;;;;73;;;;;;;32;;;;20;;;822;219;;;;15,2;;;;;;;;146;25;;26;0,2;1,3;28;;;;;;;18,6;205;;19,2;58;;;
75377823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1754;;;;;;;;;;;;;162;;;;;;;
75395097;;;;;;;;;;;;;;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75438596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;;;;;;;;;;;;;;;;;;;;
75457821;;;;;;5,5;;;;;;;;;;;;;;;;;;;;26;226;;;;;;;;;;;;;;;;;;;;;;;;;;;11,9;;;;28;;;;;;;;;;;;23;;;;8,1;;;;;;;;;;4;;;;;;;;;;;;;;;
75463760;6,9;;6,9;;;;;;;;;;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;1,5;;;;;;;;;;;
75465639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75508144;;;;;;;;;;;;;;31;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;686;;;113;;;;;;;;;;;;;;;;;;;;
